id,rész típus,kerület1,kerület2,alias1,alias2,városrész1,városrész2,városrész3,városrész4,városrész5,városrész6,városrész7,városrész8,városrész9,városrész10,városrész11,városrész12,városrész13,városrész14,városrész15,városrész16,városrész17,városrész18,városrész19,városrész20,városrész21,városrész22,városrész23,városrész24,városrész25,városrész26,városrész27,városrész28,városrész29,városrész30,városrész31,városrész32,városrész33,létesítmény1,létesítmény1
793,Farád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Farkasgyepű,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Farmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Fazekasboda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Fedémes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Fegyvernek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Fehérgyarmat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Fehéroroszország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Fehértó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Fehérvárcsurgó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Fejér megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Feked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Feketeerdő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Felcsút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Feldebrő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Felgyő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Felpéc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Felsőberecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Felsőcsatár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Felsődobsza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Felsőegerszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Felsőgagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Felsőjánosfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Felsőkelecsény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Felsőlajos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Felsőmarác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Felsőmocsolád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Felsőnána,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Felsőnyárád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Felsőnyék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Felsőörs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Felsőpáhok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Felsőpakony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Felsőrajk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Felsőregmec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Felsőszenterzsébet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Felsőszentiván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Felsőszentmárton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Felsőszölnök,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Felsőtárkány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Felsőtelekes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Felsővadász,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Felsőzsolca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Fényeslitke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Fenyőfő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Ferencszállás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Fertőboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Fertőd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Fertőendréd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Fertőhomok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Fertőrákos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Fertőszentmiklós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Fertőszéplak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Fiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Fidzsi-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Filkeháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Finnország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Fityeház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Foktő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Földeák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Földes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Folyás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Fonó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Fony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Főnyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Fonyód,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Forráskút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Forró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Fót,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Franciaország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Füle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Fülesd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Fulókércs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Fülöp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Fülöp-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Fülöpháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Fülöpjakab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Fülöpszállás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Fülpösdaróc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Fürged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Furta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Füzér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Füzérkajata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Füzérkomlós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Füzérradvány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Füzesabony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Füzesgyarmat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Füzvölgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Gáborján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Gáborjánháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Gacsály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Gadács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Gadány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Gadna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Gádoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Gagyapáti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Gagybátor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Galambok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Galgagyörk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Galgahévíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Galgamácsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Gálosfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Gamás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Ganna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Gánt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Gara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Garáb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Garabonc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Garbolc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Gárdony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Garé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Gasztony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Gátér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Gávavencsellő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Géberjén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Gecse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Géderlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Gégény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Gelénes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Gellénháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Gelse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Gelsesziget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Gemzse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Gencsapáti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Gérce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Gerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Gerendás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Gerényes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Geresdlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Gerjen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Gersekarát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Geszt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Gesztely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Geszteréd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Gétye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Ghána,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Gic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Gige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Gilvánfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Göd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Gödöllő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Gödre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Gógánfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Gölle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Gomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Gombosszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Gömörszőlős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Gönc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Gönyű,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Gór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Görbeháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Görcsöny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Gordisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Görgeteg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Görögország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Gősfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Gosztola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Grábóc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Grúzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Gulács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Gutorfölde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Gyál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Gyalóka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Gyanógeregye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Gyarmat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Gyékényes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Gyenesdiás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Gyepükaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Gyermely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Gyód,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Gyomaendrőd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Gyömöre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Gyömrő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Gyöngyfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Gyöngyös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Gyöngyösfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Gyöngyöshalász,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Gyöngyösmellék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Gyöngyösoroszi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Gyöngyöspata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Gyöngyössolymos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Gyöngyöstarján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Gyönk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Győr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Győr-Moson-Sopron megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Győrasszonyfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Györe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Györköny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Győrladamér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Gyóró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Győröcske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Győrság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Győrsövényház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Győrszemere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Győrújbarát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Győrújfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Győrvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Győrzámoly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Gyugy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Gyügye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Gyula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Gyulaháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Gyulaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Gyulakeszi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Gyüre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Gyúró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Gyűrűs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Hács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Hagyárosbörönd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Hahót,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Hajdú-Bihar megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Hajdúbagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Hajdúböszörmény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Hajdúdorog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Hajdúhadház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Hajdúnánás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Hajdúsámson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Hajdúszoboszló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Hajdúszovát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Hajmás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Hajmáskér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Hajós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Halastó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Halászi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Halásztelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Halimba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Halmajugra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Halogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Hangács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Hangony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Hantos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Harasztifalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Harc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Harka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Harkakötöny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Harkány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Háromfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Háromhuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Harsány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Hárskút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Harta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Hásságy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Hatvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Hédervár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Hedrehely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Hegyesd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Hegyeshalom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Hegyfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Hegyháthodász,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Hegyhátmaróc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Hegyhátsál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Hegyhátszentjakab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Hegyhátszentmárton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Hegyhátszentpéter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Hegykő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Hegymagas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Hegymeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Hegyszentmárton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Hejce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Hejőbába,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Hejőkeresztúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Hejőkürt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Hejőpapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Hejőszalonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Helesfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Helvécia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Hencida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Hencse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Herceghalom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Hercegkút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Hercegszántó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Heréd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Héreg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Herencsény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Herend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Heresznye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Hermánszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Hernád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
